theta_over_pi,level,inverse_xi,momentum,flux_label
0,15,1.3326154943077961,2.8646956836934554,"QN(""Sz"",0)"
0.10000000000000001,15,1.3207595517250523,2.8637752523825299,"QN(""Sz"",0)"
0.20000000000000001,15,1.2837985696138796,-2.8602075970181677,"QN(""Sz"",0)"
0.29999999999999999,15,1.1111067118293683,-5.6233802049287196e-16,"QN(""Sz"",0)"
0.40000000000000002,15,1.0499367996823401,-0.51975929921353736,"QN(""Sz"",0)"
0.5,15,1.0312817483859478,-0.5474344221098294,"QN(""Sz"",0)"
0.59999999999999998,15,1.0720279401329491,1.0937160157745978,"QN(""Sz"",0)"
0.69999999999999996,15,1.0929448077046997,-0.55617439168430838,"QN(""Sz"",0)"
0,16,1.3326154943077961,-2.8646956836934554,"QN(""Sz"",0)"
0.10000000000000001,16,1.3207595517341348,-2.8637752524074873,"QN(""Sz"",0)"
0.20000000000000001,16,1.2837985696176717,2.8602075970398113,"QN(""Sz"",0)"
0.29999999999999999,16,1.200393844630798,1.2305423949686617e-12,"QN(""Sz"",0)"
0.40000000000000002,16,1.1555373081785802,-2.8839395189408341,"QN(""Sz"",0)"
0.5,16,1.0839761738030091,2.5456739869086991e-11,"QN(""Sz"",0)"
0.59999999999999998,16,1.0720279401329493,-1.093716015774598,"QN(""Sz"",0)"
0.69999999999999996,16,1.092944807704709,0.55617439168433058,"QN(""Sz"",0)"
